,total_cases
34441,9501.0
10293,4711.0
4213,17822.0
26672,690.0
7480,4969141.0
50700,10.0
14562,10911.0
54770,2283931.0
44283,15.0
8547,15.0
54336,4394.0
50613,14090.0
47591,57859.0
16923,5104.0
19604,25.0
49131,10793.0
23554,295977.0
47377,150.0
30499,1377.0
58665,2061.0
18135,91118.0
20360,223791.0
18156,100727.0
42156,238727.0
42838,118686.0
10860,288089.0
27747,140265.0
51168,77379.0
34773,4995.0
53045,3197.0
30154,1148.0
52389,6643.0
20808,55168.0
59116,174.0
15887,94459.0
15233,18.0
26654,605.0
46179,2429.0
24972,82211.0
27364,1198.0
2257,1677.0
13324,2173.0
20456,867484.0
38342,4818.0
9083,292.0
54120,6864.0
5355,447355.0
38861,10162.0
40703,36.0
22161,1842.0
1519,13615.0
52526,12118.0
1378,267.0
22056,2.0
25599,3447.0
18971,170179.0
15206,18.0
54575,193115.0
22005,13039.0
17508,3715.0
45968,315772.0
1316,27.0
5842,1378.0
39890,77904.0
16211,93356.0
12820,20155.0
5832,1199.0
9821,679072.0
54040,4136.0
45486,2275.0
28099,66723.0
33290,3210.0
24427,155412.0
52759,509.0
29796,931.0
15372,85.0
33002,11062.0
12180,5005.0
20180,16.0
28694,108743.0
6318,446.0
23478,29717.0
44760,178.0
26586,47.0
57131,1.0
34716,23.0
39129,570.0
58465,1.0
32441,16.0
57087,1.0
44452,19.0
48695,4690.0
57999,1094.0
2224,235.0
25682,25391.0
43148,128803.0
25394,107573.0
48014,275.0
16209,92482.0
31331,1857.0
5571,296.0
37291,772.0
5793,135.0
53384,25.0
55273,163678.0
5738,6.0
19008,193637.0
37496,251692.0
40586,37083.0
41627,15.0
5276,77869.0
15275,20.0
35205,154.0
22440,159.0
14087,168827.0
27990,17603.0
22736,3538.0
26917,420.0
44757,160.0
3167,322463.0
50961,5552.0
31897,283.0
51036,1986.0
23545,259588.0
54238,1068.0
46520,12175.0
24142,5992532.0
48688,4662.0
14027,20483.0
7016,25.0
46154,412.0
48766,4361.0
45409,741.0
55819,102365.0
37713,75356.0
15649,125913.0
12237,5632.0
38814,373.0
28278,3886.0
9227,3105.0
5585,818.0
5590,1050.0
33996,7603.0
18691,7301.0
46109,4.0
46101,363949.0
31566,3373.0
14743,58466.0
8244,581.0
55706,176429.0
16237,97478.0
39323,23201.0
58446,80853874.0
15373,87.0
12145,3850.0
159,36700.0
25235,1268263.0
1589,3.0
54727,460916.0
24035,297535.0
15369,85.0
38333,4668.0
23071,22921.0
7190,7835.0
16566,27798.0
10576,951.0
30750,15773.0
47829,2141.0
23864,5496.0
46132,162.0
34324,453.0
35596,578.0
33204,2412.0
22173,1954.0
15592,95627.0
58846,1568.0
28454,51144.0
50740,10.0
23782,2189.0
35548,313.0
36469,9296.0
38454,6046.0
53117,3497.0
4727,291.0
17622,9.0
2951,15882.0
54561,174023.0
35323,797.0
30622,61.0
10350,4863.0
54973,8491.0
50649,21591.0
45505,4.0
39233,9153.0
40123,15525.0
15717,175849.0
40591,39121.0
24297,5516.0
12449,24508.0
57145,1.0
15271,20.0
5185,54989.0
22031,13598.0
8549,15.0
38010,1570.0
18514,53.0
28220,884.0
2092,702484.0
21793,1351.0
10207,1634.0
44716,27.0
32955,7469.0
41869,922333.0
24322,14265.0
52807,509.0
19810,3786.0
1098,880.0
1381,291.0
55843,207439.0
8605,170.0
48511,2835.0
54189,643.0
21281,24.0
11528,95043.0
28182,126.0
52327,801.0
15038,5580.0
10433,3.0
29218,20.0
56145,2219.0
41216,565.0
11390,95228.0
41160,347.0
7295,10360.0
51387,27404.0
8068,16454.0
12935,65.0
42727,44129.0
20620,17351.0
54820,88.0
9764,305473.0
32792,13.0
3363,33824.0
1088,855.0
12866,21232.0
10886,351575.0
11590,607904.0
58096,1497.0
19225,2844680.0
10503,803.0
12306,117.0
27810,174563.0
20536,214.0
49847,272421.0
15906,112141.0
52887,19.0
11944,615.0
39105,14.0
17611,1.0
51151,73663.0
276,45600.0
12413,5241.0
26943,2535.0
22313,2444.0
19337,5513.0
52789,509.0
36674,321.0
21162,14.0
5845,1378.0
36188,186731.0
53269,24.0
27103,72724.0
33905,5710.0
51919,8580.0
24566,828026.0
26910,236.0
50876,4831.0
24045,425282.0
25518,544670.0
46092,362979.0
2490,148682.0
21826,3844.0
48933,688352.0
40510,5220.0
14482,19496.0
45895,150292.0
36703,359.0
15072,5714.0
2384,43750.0
8016,7175.0
39852,28566.0
16499,10957.0
34631,906863.0
48456,601.0
19503,9351.0
53410,27.0
33132,544.0
41862,902503.0
51971,16.0
28398,22206.0
55510,29485.0
55283,196631.0
18354,27.0
21083,76403.0
28753,144164.0
3802,7788.0
48077,1467.0
30386,729.0
36304,46.0
36593,111.0
39410,87117.0
57288,12.0
12991,2207.0
51098,34171.0
20878,2506.0
55523,38268.0
13527,11038.0
28064,40178.0
7269,25.0
38115,2031.0
40697,148968.0
12982,2096.0
7166,3914.0
12869,21331.0
29535,1205.0
38635,1177.0
37529,24.0
882,57026.0
32272,4752.0
13893,4822.0
57155,6.0
29689,35420.0
557,19729.0
1960,8068.0
46099,363692.0
1207,5045.0
25552,594442.0
7684,141.0
16859,4990.0
26086,134705.0
44789,278.0
28308,9869.0
10485,428.0
19595,23.0
3630,104.0
1708,76.0
26421,260298.0
24842,721.0
1140,1124.0
52314,15.0
38975,57613.0
10238,4109.0
52882,8.0
26485,564778.0
43171,134013.0
35428,191.0
25232,1249507.0
14852,1112.0
1307,24.0
18951,108791.0
48980,775502.0
12452,26931.0
19218,2717059.0
39673,27916.0
44695,27.0
46840,11.0
9429,24752.0
34919,56579.0
20219,43938.0
19554,4.0
56557,919.0
13283,1369.0
26762,5723.0
37772,366351.0
15996,188138.0
25879,121154.0
30654,130.0
34395,6.0
19840,1.0
9714,155428.0
54083,5774.0
358,433.0
138,34356.0
8491,5649.0
26132,309450.0
16766,1306.0
43949,150.0
340,123.0
4857,44255.0
50591,13691.0
9569,63215.0
46633,33842.0
50098,233.0
10582,972.0
5498,18.0
21300,24.0
8556,15.0
10913,400985.0
1932,2839.0
2352,37937.0
15848,58257.0
3236,717.0
27716,128618.0
45123,284.0
42261,461505.0
39919,84818.0
36575,15.0
34704,1524036.0
5619,1992.0
14973,5387.0
20538,313.0
25372,56020.0
18800,16637.0
6344,2.0
6139,70.0
785,25484.0
30403,1024.0
23173,85458.0
27734,136586.0
31778,25931.0
8036,11690.0
8315,962.0
6313,439.0
22052,14051.0
18556,6.0
2169,1494602.0
53161,3787.0
53492,31.0
50062,1.0
14138,546833.0
18693,7335.0
26417,256118.0
11826,396.0
25833,70143.0
49114,10591.0
6591,143181.0
37226,1.0
47093,585.0
7597,114.0
42138,178022.0
24323,14749.0
4652,190.0
28226,978.0
33210,2475.0
19799,3770.0
42359,18529.0
7069,314.0
56837,3702.0
42417,38457.0
55898,285285.0
5744,16.0
48515,2894.0
17438,2042.0
29504,1111.0
48613,3745.0
26039,56484.0
52851,509.0
11951,617.0
929,92597.0
58108,941.0
22852,8792.0
8767,720.0
50981,6948.0
11120,81897.0
47498,45298.0
28797,14.0
11738,11.0
46558,21253.0
44014,850.0
54698,363999.0
50594,13724.0
2011,83426.0
17297,12.0
40379,502416.0
52425,8166.0
48796,23615.0
55650,106229.0
44179,6191.0
18990,183397.0
27840,200443.0
21312,24.0
26167,334328.0
39332,27199.0
58655,2056.0
16390,24.0
11172,84063.0
40603,43945.0
22967,26.0
36129,53252.0
45734,981.0
42903,400002.0
58398,51040988.0
18019,5570.0
1141,1124.0
57229,12.0
10233,3918.0
47775,1522.0
15434,719.0
16743,594.0
51222,90289.0
3134,164866.0
54312,1717.0
39758,39.0
52395,6921.0
56648,1967.0
18626,6054.0
17858,6185.0
34591,688954.0
42849,161350.0
28011,30120.0
36027,6607.0
10213,2057.0
36788,52706.0
57598,33755.0
24950,35408.0
36268,452532.0
35426,185.0
17514,3908.0
13749,1713.0
10516,850.0
34587,671716.0
7461,4455386.0
38392,5514.0
50583,13670.0
56470,338.0
39832,11437.0
53470,30.0
9342,19848.0
12336,662.0
37437,136036.0
9428,24752.0
38244,1118.0
57496,379.0
1998,49851.0
24364,46845.0
48438,25.0
34624,867559.0
2282,5271.0
51618,344497.0
28939,40455.0
28669,94211.0
53160,3784.0
13392,3174.0
22785,7340.0
6439,19073.0
27997,22053.0
6031,1.0
33154,1030.0
30373,458.0
34396,6.0
11777,210.0
19539,1.0
17154,330.0
46619,32840.0
40486,505.0
40312,337573.0
11381,94328.0
4658,193.0
12497,73714.0
9101,306.0
10058,9499.0
34610,799188.0
51649,465981.0
49353,40786.0
20584,6683.0
36636,228.0
37822,711540.0
5889,2145.0
14376,10612.0
19086,288090.0
24306,8607.0
57911,355.0
16715,79.0
36576,20.0
29808,1191.0
56458,94.0
33703,2.0
10651,1468.0
34542,424637.0
32402,6161.0
16977,5279.0
24995,110767.0
3744,6549.0
17373,1824.0
38211,14.0
56761,10.0
46737,2.0
23377,4114.0
1875,160.0
22190,2052.0
3760,7163.0
57383,27.0
35820,5019.0
52893,25.0
13654,992.0
13146,21741.0
57408,27.0
37383,34418.0
15812,37355.0
3321,18112.0
56564,952.0
22432,153.0
3311,12729.0
55792,5467.0
44299,15.0
55955,333806.0
58434,73537713.0
12743,15655.0
45639,888.0
44363,17.0
8210,15.0
44199,7970.0
52780,509.0
52781,509.0
17740,2142.0
21386,41.0
16018,205003.0
34285,385.0
15114,11.0
22207,2205.0
4492,75.0
22054,2.0
3112,65927.0
49334,30733.0
49062,602.0
44602,19.0
35634,1175.0
33623,5685.0
56922,39641.0
4912,67251.0
46628,33414.0
5463,18.0
50952,5339.0
22760,6101.0
27005,16837.0
5482,18.0
31337,1882.0
12605,1.0
56759,1.0
51120,51827.0
3828,47.0
16724,258.0
30502,1385.0
37465,210973.0
47968,127087.0
37755,209799.0
29075,80025.0
37418,77817.0
17543,6508.0
55717,189866.0
17709,690.0
43056,104983.0
54245,1087.0
21180,20.0
6796,10498.0
5808,261.0
30519,1442.0
17839,5925.0
5410,638877.0
8333,1047.0
30119,718.0
29538,1219.0
2800,27595.0
42604,8.0
10332,4854.0
45496,2583.0
24000,56351.0
29033,65454.0
19835,3876.0
46546,17076.0
40583,35686.0
4378,398815.0
41689,76306.0
28933,38110.0
21259,23.0
6716,2070.0
26512,1431795.0
28369,15938.0
52888,19.0
2261,1932.0
40197,248872.0
20389,260817.0
42070,25392.0
32327,5796.0
42752,51072.0
11190,84177.0
51546,51492.0
17569,15226.0
34775,5406.0
193,38304.0
46571,26193.0
58876,5249.0
8770,729.0
49068,3150.0
30795,48790.0
21909,8967.0
33539,890.0
31259,1344.0
43355,24045.0
17862,6247.0
18230,5.0
28803,58.0
12466,38485.0
52892,25.0
30483,1346.0
56168,351203.0
24370,54010.0
14868,1518.0
14567,11242.0
16789,2001.0
58664,2060.0
26649,591.0
58924,13819.0
42856,198011.0
49678,1.0
6317,443.0
44619,19.0
6581,142062.0
26955,7773.0
34215,344.0
32174,43.0
33110,87.0
23852,5312.0
46087,362339.0
44096,4624.0
49879,419849.0
20961,3964.0
9168,13.0
25634,22248.0
57918,370.0
30600,19.0
19900,517.0
7368,923189.0
2044,246499.0
7156,3172.0
16288,104915.0
7851,151.0
42946,562.0
44900,26.0
13615,916.0
50500,10682.0
49812,245938.0
30462,1315.0
1492,8049.0
56743,17962.0
778,21355.0
54306,1584.0
9885,356.0
51631,403989.0
31600,3958.0
9277,12592.0
35292,600.0
23567,322514.0
21174,15.0
5374,556904.0
52350,4370.0
54869,763.0
24173,7990322.0
40572,27919.0
16232,96914.0
14849,1077.0
50139,1182.0
8259,688.0
32762,101565.0
5827,1053.0
32808,19.0
26957,8835.0
32698,23804.0
11240,86381.0
50914,5218.0
29492,1094.0
56769,60.0
47192,2013.0
11639,959572.0
6816,15801.0
55616,74454.0
49437,655.0
43472,172516.0
31655,4956.0
51875,5408.0
14140,556927.0
34228,344.0
57164,8.0
4493,75.0
55607,69328.0
13074,5294.0
50683,1.0
29304,23.0
13686,1060.0
13947,9230.0
11002,540640.0
48200,4309.0
7230,13014.0
28365,15758.0
48454,528.0
10412,4961.0
5075,204958.0
24264,96.0
21778,363.0
42409,36155.0
19330,4956.0
56959,57190.0
58375,39742062.0
4088,84882.0
18351,27.0
53909,116.0
34518,268008.0
47717,471.0
4249,102292.0
23383,4155.0
49575,2761.0
8472,3091.0
42864,249498.0
8787,809.0
22010,13143.0
12109,2358.0
6142,75.0
38429,5838.0
46738,3.0
15037,5575.0
9031,275.0
20980,4974.0
2659,7294.0
141,34730.0
2597,6303.0
6701,1413.0
15223,18.0
17761,3745.0
52826,509.0
2454,106424.0
22746,4916.0
7418,2859073.0
21125,135931.0
50290,7153.0
10449,11.0
29516,1124.0
50939,5312.0
44898,26.0
56230,1924571.0
53798,2904.0
23952,244.0
16843,4926.0
55267,146511.0
48781,10015.0
8179,192472.0
44333,17.0
50100,238.0
28276,3508.0
9528,3251.0
6370,194.0
37396,48138.0
47246,2337.0
55077,1.0
22424,139.0
33209,2472.0
9794,485576.0
25215,1145651.0
41814,733860.0
36598,144.0
58458,88925992.0
55296,251243.0
28795,6.0
38547,973.0
39112,67.0
10693,1732.0
1958,7479.0
155,36358.0
10487,503.0
57075,1.0
37346,17844.0
1089,855.0
22433,153.0
27516,259614.0
12576,155263.0
9122,359.0
32602,8764.0
40718,901.0
11101,80823.0
18058,20336.0
6980,13.0
6416,5915.0
16021,206329.0
41855,888715.0
11439,1065.0
18710,7512.0
39864,42555.0
33866,1104.0
5433,2.0
57103,1.0
13230,216286.0
6450,29423.0
45096,100.0
43553,648288.0
18099,65486.0
25556,597774.0
30112,505.0
24765,721.0
25817,64046.0
20215,24873.0
55451,333.0
36116,35195.0
4079,83264.0
41945,3.0
58388,45654084.0
587,35600.0
9346,20167.0
46037,350592.0
46305,14688.0
55977,392845.0
43732,770311.0
58640,2041.0
26475,402536.0
46443,457.0
52142,458.0
21953,10863.0
30090,79.0
16299,106540.0
30930,81.0
645,12.0
30129,884.0
44517,2.0
9587,85151.0
49416,46.0
32220,730.0
11739,11.0
15036,5573.0
32994,10621.0
23172,84852.0
24217,9796744.0
26515,1509875.0
36632,206.0
26819,10240.0
43360,25697.0
55426,21.0
9752,250698.0
8004,4831.0
16154,27536.0
20095,63650.0
8438,2500.0
26170,337191.0
1529,14920.0
1125,989.0
33691,13082.0
1283,3.0
53516,44.0
49821,248970.0
52756,509.0
54260,1146.0
42870,280394.0
31852,57.0
57874,327.0
54400,66334.0
39951,97450.0
44918,29.0
15149,16.0
2591,5687.0
5906,2267.0
11205,84553.0
39901,81357.0
2307,16667.0
25188,841308.0
20074,19857.0
17071,96.0
46971,157.0
33380,7349.0
23551,285763.0
54262,1157.0
19584,17.0
43936,110.0
6629,151059.0
4135,93184.0
1898,56.0
13937,8721.0
282,46718.0
258,42159.0
11116,81498.0
6530,127619.0
37711,73802.0
19206,2562615.0
14721,36877.0
11531,106110.0
19909,623.0
29139,19.0
6971,4.0
47657,58325.0
13521,10127.0
37991,1555.0
2285,6302.0
22447,183.0
40846,69424.0
21038,19346.0
21384,36.0
6710,1839.0
58356,33396565.0
10403,4936.0
21800,1856.0
33243,2688.0
51707,47.0
49159,11468.0
6411,4263.0
2551,15.0
29450,858.0
6852,25521.0
32658,9868.0
38314,4115.0
13489,7704.0
51578,121093.0
23128,60174.0
26390,245590.0
56381,9573983.0
21253,23.0
18658,7104.0
41971,5.0
50729,10.0
23648,1799.0
25643,23956.0
42951,835.0
20354,216903.0
13565,179.0
22263,2403.0
16280,103902.0
34881,35546.0
29118,19.0
54128,7000.0
39961,103465.0
53019,3129.0
18489,46.0
6823,17715.0
27624,9576.0
49050,28.0
781,23084.0
14939,5068.0
18133,89860.0
30798,51625.0
30932,81.0
10983,514202.0
6519,118781.0
5774,96.0
30933,81.0
13171,67247.0
30573,1779.0
9283,15173.0
9369,20924.0
12819,20154.0
18708,7466.0
43039,94413.0
37823,721429.0
10800,23421.0
57891,334.0
1727,92.0
16994,12.0
48777,7808.0
4666,206.0
30651,99.0
54565,179831.0
24487,381910.0
8535,11.0
27733,136513.0
3750,6790.0
12924,11.0
12722,10966.0
30575,1779.0
11407,96562.0
97,15208.0
3137,191228.0
46136,207.0
14357,10292.0
17921,9.0
13140,18989.0
47945,89913.0
3648,316.0
43617,840.0
12485,59516.0
50669,23316.0
1633,25.0
21008,10757.0
45232,455.0
44629,22.0
55718,191150.0
58967,16285.0
18474,38.0
23481,32298.0
6171,95.0
7521,5876464.0
33340,4505.0
32316,5764.0
9879,326.0
57975,1049.0
19446,8881.0
33365,6232.0
15352,68.0
23017,2100.0
58509,233.0
24259,19.0
56252,2546782.0
7345,363211.0
6304,430.0
56229,1903298.0
58530,844.0
16376,149792.0
56477,424.0
29055,74774.0
22360,5.0
18322,18.0
56865,8222.0
58313,21686092.0
34521,289174.0
52822,509.0
28228,988.0
56237,2072111.0
18745,8430.0
20644,29672.0
5432,2.0
22669,16.0
45951,295902.0
55970,367592.0
2539,15.0
11929,591.0
50601,13747.0
57136,1.0
41903,980943.0
57547,4779.0
54743,1748567.0
1171,1966.0
48330,4.0
7927,685.0
58266,10449239.0
14289,7189.0
31358,2147.0
32262,4231.0
56438,20026231.0
36768,27974.0
17073,121.0
47299,2440.0
15892,99409.0
58112,5578.0
50026,1.0
18681,7262.0
40785,15044.0
2643,7150.0
30314,59.0
5347,321031.0
30508,1419.0
41800,652037.0
54827,116.0
49733,112065.0
32972,9243.0
7896,23.0
9833,6.0
34782,6553.0
28047,37079.0
32591,8674.0
50057,1.0
17015,39.0
8461,2754.0
19675,799.0
34742,1438.0
162,36773.0
37766,307831.0
56605,1409.0
9557,43299.0
27037,19461.0
37481,236246.0
9067,283.0
1431,2044.0
15261,18.0
23252,122974.0
45603,737.0
13975,11298.0
1619,24.0
7710,141.0
7736,142.0
37051,10207.0
7531,6204220.0
46907,136.0
17069,41.0
13493,7846.0
42821,82534.0
43619,1264.0
3384,36732.0
2839,28000.0
29312,24.0
56399,12338025.0
5105,1.0
15078,5733.0
29309,24.0
19715,3405.0
26201,423262.0
48709,4726.0
43363,26582.0
55556,53577.0
25279,728.0
48201,4420.0
2096,751001.0
42963,3231.0
22436,154.0
7999,4242.0
29252,22.0
16370,143464.0
5017,107262.0
25122,410334.0
17833,5863.0
23284,167.0
18994,184585.0
18284,18.0
24570,61.0
53072,3321.0
35525,311.0
32373,6003.0
6397,1681.0
42845,144341.0
28272,2991.0
46698,226209.0
54220,1032.0
46850,81.0
34865,28223.0
8329,1037.0
30268,3094.0
54776,2346285.0
41796,621997.0
3471,114025.0
45657,898.0
14472,17849.0
48998,860964.0
51323,437379.0
18509,49.0
30254,2365.0
34501,175202.0
18394,32.0
30447,1298.0
59046,3.0
34051,10268.0
45253,637.0
12448,23872.0
10028,7072.0
21621,81009.0
33787,2.0
16184,71299.0
57016,72513.0
9518,252.0
27386,1231.0
25051,245688.0
19194,2407079.0
50288,5978.0
1651,25.0
33598,3139.0
33937,6789.0
10720,2289.0
6256,330.0
28854,1216.0
5469,18.0
29411,139.0
16044,224315.0
10258,4599.0
48831,144264.0
50019,2176089.0
43934,105.0
13428,5004.0
37861,6.0
21817,3176.0
541,15399.0
42092,44254.0
49815,246752.0
12693,3739.0
55506,26004.0
5997,3090.0
3390,37557.0
44848,12.0
43922,41.0
28731,135650.0
14226,572.0
49745,172541.0
16029,210326.0
59255,8099.0
43543,613760.0
11005,544092.0
36727,882.0
27523,274949.0
6643,165268.0
29750,494.0
23225,109960.0
53583,96.0
48868,529877.0
16087,536.0
3586,100.0
29197,19.0
36060,8931.0
2563,76.0
43590,2.0
27766,145019.0
56015,920664.0
37804,546982.0
33848,173.0
38659,1196.0
26661,621.0
14537,7580.0
54118,6833.0
2023,126755.0
13109,12081.0
57842,270.0
7909,264.0
57419,27.0
23705,1825.0
49378,64979.0
1013,731.0
47639,58195.0
18313,18.0
42003,3764.0
38019,1654.0
9596,93288.0
34947,76582.0
17081,144.0
50276,4523.0
23762,2087.0
12087,1087.0
54341,5417.0
5110,8.0
24286,2273.0
34546,449961.0
36751,8515.0
51786,694.0
15379,88.0
23928,3.0
40372,486634.0
19873,134.0
13944,9086.0
50189,2665.0
26832,10987.0
35851,11934.0
10805,32208.0
19033,206312.0
43241,3.0
47701,123.0
19363,7189.0
51699,44.0
37900,1451.0
2159,1440103.0
31656,5056.0
11329,91073.0
25498,493139.0
14042,25773.0
14566,11166.0
39213,6209.0
36735,1807.0
34196,342.0
3081,36661.0
2520,163128.0
44522,3.0
57018,72870.0
42815,77284.0
57269,12.0
56467,303.0
38787,8.0
16832,4821.0
49666,3589.0
25860,78254.0
55147,16023.0
22656,2.0
36495,12869.0
41321,13.0
22663,8.0
29806,1168.0
36068,10907.0
9496,9.0
39019,63508.0
5926,2357.0
29725,32.0
51612,318290.0
16406,149.0
18450,34.0
18037,8181.0
8894,122.0
8706,517.0
1376,212.0
1724,92.0
27044,21430.0
3754,6947.0
43285,6300.0
29739,248.0
20567,3091.0
46486,10032.0
36850,125042.0
26062,91585.0
44638,23.0
56961,58238.0
24858,721.0
55731,207822.0
53710,1396.0
45268,665.0
13057,4137.0
19921,713.0
48908,650749.0
28444,49169.0
23387,4174.0
43541,608561.0
20714,46656.0
28927,35223.0
42719,41646.0
14571,11487.0
29334,25.0
17030,39.0
55533,42982.0
23911,3.0
33069,13493.0
14215,327.0
15997,189534.0
39933,87939.0
28044,36724.0
56146,2978.0
43950,153.0
50408,33.0
37643,50122.0
10736,9.0
49190,12850.0
48758,2783.0
54493,23934.0
30841,84849.0
12258,6049.0
18544,1.0
33453,496.0
57541,3789.0
11435,608.0
56973,62278.0
14291,7379.0
2461,117337.0
12275,6908.0
27413,2097.0
11889,495.0
39896,79159.0
49145,11050.0
55419,13.0
54093,6080.0
38714,1351.0
4583,105.0
22168,1949.0
45000,64.0
26806,9506.0
23953,330.0
45838,13930.0
16905,5079.0
29921,29303.0
57756,2.0
3983,41835.0
47454,31960.0
39071,84414.0
42676,28810.0
33548,1245.0
17153,330.0
21991,12537.0
5978,2916.0
25227,1218753.0
20131,198387.0
34964,92519.0
46857,100.0
59182,4221.0
20669,42653.0
12504,81129.0
42600,1404905.0
26189,372886.0
6979,13.0
32125,17714.0
50979,6750.0
11824,388.0
25538,578916.0
31182,2038.0
52161,481.0
35144,103.0
52991,3025.0
17630,10.0
23888,5754.0
44251,15.0
39279,14762.0
13279,1189.0
28270,2799.0
58090,1454.0
47241,2325.0
5439,4.0
10759,977.0
39261,12739.0
41732,268602.0
29956,71390.0
27065,37804.0
28138,94614.0
38278,2846.0
38098,1976.0
45454,1514.0
4531,92.0
9866,152.0
48355,16.0
49517,2477.0
10142,8.0
44857,13.0
28903,8141.0
22804,7831.0
16531,23193.0
18052,16615.0
11280,89986.0
35479,288.0
24034,286605.0
28082,49997.0
7788,146.0
36224,345276.0
28758,145495.0
52423,8099.0
4940,70645.0
41991,707.0
26724,1146.0
22614,5528.0
39851,27670.0
30111,505.0
47684,58907.0
31186,2175.0
25431,234934.0
53078,3351.0
7099,804.0
8080,17918.0
49230,14626.0
23472,24014.0
51399,29586.0
56606,1421.0
57173,8.0
49927,896086.0
27425,3314.0
41674,31190.0
25364,39139.0
51431,30871.0
28671,95472.0
20281,181524.0
56704,4477.0
23561,314164.0
42080,31825.0
6172,99.0
3631,104.0
49723,35136.0
39040,66974.0
25000,120198.0
33160,1250.0
3191,372190.0
32784,6.0
30911,68.0
53352,24.0
51824,3041.0
58677,2071.0
55316,374023.0
19877,188.0
30620,61.0
26035,49531.0
59312,11219.0
14056,41032.0
7394,1864681.0
21223,23.0
33361,6049.0
28411,31215.0
37487,243377.0
25121,407353.0
38595,1124.0
10749,88.0
24345,28233.0
29300,23.0
55039,23200.0
51507,38124.0
22420,127.0
4798,440.0
10634,1304.0
4795,163.0
53744,1840.0
44002,541.0
41424,2260.0
163,36820.0
671,716.0
53420,27.0
47076,178.0
59028,19943.0
16052,1.0
47596,57889.0
24817,721.0
22740,3941.0
30784,39513.0
25476,416802.0
5542,39.0
55159,20986.0
40761,8616.0
24022,173491.0
23177,88425.0
43668,272043.0
7758,145.0
37605,44341.0
51445,31131.0
6548,136219.0
24282,1677.0
4481,63.0
3716,4123.0
10837,181062.0
38908,35454.0
9956,2451.0
31174,1758.0
34317,452.0
27605,4975.0
26715,1023.0
30874,102456.0
31238,880.0
14818,18.0
51196,83958.0
33535,824.0
5693,9295.0
32371,6002.0
42468,69129.0
15422,11.0
52454,9214.0
37285,427.0
12411,4621.0
57983,1063.0
56308,5695556.0
3292,5935.0
41779,489680.0
34171,337.0
1382,315.0
43108,119864.0
23312,1984.0
54823,98.0
34406,93.0
46851,81.0
32003,14843.0
41568,76476.0
23291,447.0
31823,45849.0
6406,3148.0
9074,287.0
28141,95431.0
28861,1433.0
50331,26038.0
5448,14.0
29794,902.0
44936,29.0
37846,1.0
25032,197647.0
30158,1245.0
54327,3069.0
26526,1742557.0
46332,15368.0
49841,260255.0
36618,181.0
55677,141032.0
53889,115.0
39256,12083.0
31497,116358.0
42913,466709.0
13828,16190.0
39922,85005.0
6430,13358.0
6610,145186.0
27286,449.0
37947,1504.0
20733,47461.0
12330,618.0
18268,18.0
51871,5224.0
12677,2341.0
35262,320.0
55099,145.0
52188,496.0
54929,1656.0
28179,106.0
33613,4486.0
8734,612.0
11916,557.0
28763,146710.0
11871,470.0
45183,1.0
7967,2408.0
23563,316060.0
40108,5837.0
46659,43592.0
31822,45209.0
16920,5092.0
17347,1666.0
39905,82299.0
35732,324.0
48519,2944.0
51681,29.0
48244,36206.0
5772,90.0
50200,2770.0
23429,4877.0
51112,44224.0
35298,621.0
11138,83306.0
48563,3250.0
14716,34519.0
8429,2414.0
37685,57465.0
31055,99.0
25709,25766.0
31552,2319.0
5901,2213.0
8286,847.0
53411,27.0
29984,116476.0
8984,226.0
5656,4016.0
28937,39919.0
48895,628259.0
55249,105337.0
38675,1203.0
7373,1083341.0
52130,451.0
57644,76029.0
56154,34855.0
6721,2181.0
24226,10031223.0
46484,9848.0
12686,2833.0
8264,751.0
40461,423.0
29619,3204.0
31750,10471.0
28495,188.0
52290,766.0
8325,1020.0
7629,138.0
45033,64.0
11421,22.0
34594,700580.0
21932,10111.0
25169,628780.0
12329,612.0
33328,3868.0
31982,13086.0
36875,8.0
24819,721.0
5435,3.0
4437,504868.0
10382,4913.0
24981,92584.0
17826,5788.0
24837,721.0
37174,1.0
36035,7332.0
18073,35836.0
42685,30788.0
38067,1861.0
55114,1892.0
18880,6.0
47864,3842.0
30682,727.0
35585,368.0
49492,2191.0
18792,14970.0
22641,6319.0
5782,327.0
53728,1618.0
16163,39726.0
52877,2.0
19169,2043469.0
9715,157219.0
10699,1784.0
58459,89690958.0
50164,1950.0
54432,105445.0
4895,64604.0
26342,234801.0
56273,3769030.0
55701,170149.0
20421,344487.0
13395,3316.0
32916,2999.0
16669,45960.0
32376,6017.0
18752,8750.0
41323,22.0
55251,109234.0
26116,282340.0
29301,23.0
48231,14473.0
55922,301020.0
37211,1.0
7446,3997865.0
33004,11154.0
15901,107769.0
34447,15529.0
10754,265.0
39891,78569.0
57958,994.0
42891,362616.0
46479,9362.0
29328,24.0
3083,38095.0
33400,38.0
23197,100041.0
51645,452296.0
35433,194.0
207,38897.0
28982,45630.0
25592,1564.0
3374,35274.0
10526,863.0
48604,3465.0
42828,93294.0
47556,56948.0
30137,1015.0
44843,8.0
56990,67156.0
32007,15106.0
53363,24.0
46877,114.0
9686,129888.0
53026,3146.0
19201,2499529.0
54443,119151.0
5249,63706.0
32581,8616.0
8533,5.0
40194,240848.0
45113,124.0
57217,12.0
40747,6021.0
58173,733612.0
34503,185122.0
14484,20003.0
4255,122660.0
